StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Time Demographics_First Click,Time Demographics_Last Click,Time Demographics_Page Submit,Time Demographics_Click Count,Gender,Age,Education,Video Timer_First Click,Video Timer_Last Click,Video Timer_Page Submit,Video Timer_Click Count,Video Timer_First Click,Video Timer_Last Click,Video Timer_Page Submit,Video Timer_Click Count,Video Timer_First Click,Video Timer_Last Click,Video Timer_Page Submit,Video Timer_Click Count,Video Timer_First Click,Video Timer_Last Click,Video Timer_Page Submit,Video Timer_Click Count,Video Timer_First Click,Video Timer_Last Click,Video Timer_Page Submit,Video Timer_Click Count,Video Timer_First Click,Video Timer_Last Click,Video Timer_Page Submit,Video Timer_Click Count,Time Instructor Sect_First Click,Time Instructor Sect_Last Click,Time Instructor Sect_Page Submit,Time Instructor Sect_Click Count,instr_enthusiasm,instr_professional,instr_subject,instr_material,instr_rating,Time Subject Ret_First Click,Time Subject Ret_Last Click,Time Subject Ret_Page Submit,Time Subject Ret_Click Count,subject_1_att_check,subject_1,subject_2,subject_3,subject_4,rid,Create New Field or Choose From Dropdown...,FL_20_DO,FL_29_DO,FL_37_DO,FL_45_DO,FL_53_DO,FL_69_DO,FL_77_DO,FL_85_DO,FL_93_DO,FL_101_DO,video_watched
10/31/21 10:21,10/31/21 10:26,IP Address,68.14.158.97,100,303,TRUE,10/31/21 10:26,R_2DT83Yid4SlCHtB,,,,,41.82330322,-71.44100189,anonymous,EN,1.667,10.744,12.107,9,Female,40-50,"Some College, No degree",,,,,0,0,192.141,0,,,,,,,,,,,,,,,,,22.203,46.071,46.955,11,3 - moderately enthusiastic,4 - very professional,4 - very knowledgeable,4 - very clearly,3 - moderately effective,12.301,47.6,48.431,10,Introduction to Python,Artificial intelligence projects,B. A flexible programming language,Python was created by Guido van Rossum in 1991,Easy to Learn,617ec26a-1bf1-7b4c-cb83-c3c4983791a4,,,,,,,,,Video1-2(Control),,,Video1-2(Control)
10/31/21 10:21,10/31/21 10:26,IP Address,174.110.220.227,100,285,TRUE,10/31/21 10:26,R_3oSG0wyZ18nP2r9,,,,,35.05969238,-79.00579834,anonymous,EN,1.291,10.529,11.555,10,Male,50+,High school diploma,,,,,,,,,,,,,,,,,,,,,1.255,2.292,192.659,2,3.313,21.157,21.866,16,5 - extremely enthusiastic,4 - very professional,4 - very knowledgeable,4 - very clearly,4 - very effective,3.032,53.145,53.921,15,Introduction to Python,All of the above,All of the above,Python is an object oriented programming language,Wonderful Community,617ec2a5-a14d-b2c3-9bd3-ad957cc9f536,,,,,Video3-2(Control),,,,,,,Video3-2(Control)
10/31/21 10:20,10/31/21 10:26,IP Address,24.158.43.178,100,359,TRUE,10/31/21 10:26,R_2X4fOV9LuSG95DB,,,,,35.00439453,-82.43099976,anonymous,EN,4.557,12.571,14.343,6,Female,50+,"Some College, No degree",,,,,126.448,177.341,195.508,15,,,,,,,,,,,,,,,,,10.089,38.989,40.1,12,1 - not enthusiastic,4 - very professional,4 - very knowledgeable,4 - very clearly,4 - very effective,5.317,104.196,105.368,14,Introduction to Python,All of the above,Both A & B,Python was created by Guido van Rossum in 1991,Great Advanced Language,617ec246-d230-3c2d-497c-ee3e955fa66e,,,,,,,,,,Video1-2(Control),,Video1-2(Control)
10/31/21 10:20,10/31/21 10:26,IP Address,73.31.56.160,100,411,TRUE,10/31/21 10:26,R_1rwzJoNwkZ535jD,,,,,37.2696991,-81.22119904,anonymous,EN,6.781,26.349,27.175,20,Female,40-50,Less than High school,,,,,,,,,2.934,198.492,199.47,3,,,,,,,,,,,,,1.807,14.834,15.386,14,4 - very enthusiastic,5 - extremely professional,5 - extremely knowledgeable,5 - extremely clearly,5 - extremely effective,3.661,164.5,165.947,23,Introduction to Python,All of the above,Both A & B,Python is an object oriented programming language,Great Advanced Language,617ec24f-4ef4-e48e-feba-7a2eca61bc26,,,,,,,,,Video2-1(Treatment),,,Video2-1(Treatment)
10/31/21 10:23,10/31/21 10:27,IP Address,73.110.17.254,100,228,TRUE,10/31/21 10:27,R_33yj1yO3qPNJqLp,,,,,41.55070496,-87.61229706,anonymous,EN,1.212,11.53,12.412,10,Female,30-40,Associate‰Ûªs degree,,,,,,,,,7.38,29.291,191.025,6,,,,,,,,,,,,,1.046,10.985,11.743,14,3 - moderately enthusiastic,3 - moderately professional,3 - moderately knowledgeable,4 - very clearly,3 - moderately effective,1.073,4.893,11.59,7,Introduction to Python,Web Applications,C. A low level implementation programming language,Python is an object oriented programming language,Great Starter Language,617ec2fc-71d1-5384-c11b-9c9d36684ba1,,,,,,,,Video2-1(Treatment),,,,Video2-1(Treatment)
10/31/21 10:21,10/31/21 10:27,IP Address,73.208.58.255,100,354,TRUE,10/31/21 10:27,R_3qkytmpoCIrI1O5,,,,,42.38160706,-88.00260162,anonymous,EN,0.774,9.271,10.789,9,Male,20-30,Associate‰Ûªs degree,215.036,215.036,215.833,1,,,,,,,,,,,,,,,,,,,,,1.369,5.007,30.838,11,5 - extremely enthusiastic,5 - extremely professional,5 - extremely knowledgeable,5 - extremely clearly,5 - extremely effective,2.41,9.375,43.564,12,Introduction to Python,All of the above,Both A & B,Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages,Great Starter Language,617ec284-c845-3495-51f5-26a4283c12b8,,Video1-1(Treatment),,,,,,,,,,Video1-1(Treatment)
10/31/21 10:22,10/31/21 10:27,IP Address,107.210.240.123,100,298,TRUE,10/31/21 10:27,R_77B1CCalj909Mo9,,,,,29.9980011,-90.21330261,anonymous,EN,1.408,9.429,10.831,6,Male,40-50,High school diploma,,,,,,,,,,,,,,,,,,,,,2.791,101.166,195.248,3,7.497,19.388,19.938,9,4 - very enthusiastic,4 - very professional,4 - very knowledgeable,4 - very clearly,4 - very effective,8.34,68.357,69.324,13,Introduction to Python,All of the above,A. A programming language designed to be human readable,Python is an interpreted programming language,Wonderful Community,617ec2c7-45d9-abb6-ba3a-161ca5995b76,,,,Video3-2(Control),,,,,,,,Video3-2(Control)
10/31/21 10:23,10/31/21 10:27,IP Address,172.58.101.57,100,265,TRUE,10/31/21 10:27,R_2PBGB8BTYt6yYrS,,,,,29.7519989,-95.34300232,anonymous,EN,1.177,9.928,10.855,11,Female,40-50,"Some College, No degree",,,,,,,,,,,,,,,,,,,,,21.566,42.988,200.905,4,3.777,14.327,14.854,13,3 - moderately enthusiastic,4 - very professional,4 - very knowledgeable,4 - very clearly,4 - very effective,4.801,33.144,33.593,14,Introduction to Python,All of the above,All of the above,Python is an object oriented programming language,Easy to Learn,617ec2ee-0d1f-d661-d82a-0134a3b7df3d,,,,,,,,,Video3-2(Control),,,Video3-2(Control)
10/31/21 10:21,10/31/21 10:27,IP Address,73.106.154.179,100,357,TRUE,10/31/21 10:27,R_3NyLiKxryq35KV6,,,,,34.07820129,-84.64849854,anonymous,EN,2.496,13.049,14.09,7,Female,20-30,High school diploma,,,,,,,,,,,,,2.117,2.117,268.122,1,,,,,,,,,4.903,18.47,19.155,16,1 - not enthusiastic,4 - very professional,5 - extremely knowledgeable,5 - extremely clearly,4 - very effective,3.693,52.501,53.211,21,Introduction to Python,All of the above,Both A & B,Python was created by Guido van Rossum in 1991,Great Advanced Language,617ec295-11d8-fe3a-a123-e2ce064a9d03,,,,,,,Video2-2(Control),,,,,Video2-2(Control)
10/31/21 10:23,10/31/21 10:28,IP Address,12.180.91.194,100,278,TRUE,10/31/21 10:28,R_WlcDnxvlpI6OWD7,,,,,36.66419983,-87.42079926,anonymous,EN,3.501,15.076,15.4,7,Female,30-40,Master‰Ûªs degree,,,,,,,,,,,,,,,,,44.34,103.33,193.7,10,,,,,2.372,11.193,11.501,11,5 - extremely enthusiastic,4 - very professional,4 - very knowledgeable,4 - very clearly,4 - very effective,3.141,51.301,52.251,18,Introduction to Python,Web Applications,Both A & B,Python is an interpreted programming language,Great Advanced Language,617ec319-f674-8313-110e-28bf9405dcc0,,,,,,,,Video3-1(Treatment),,,,Video3-1(Treatment)
10/31/21 10:22,10/31/21 10:28,IP Address,172.58.3.6,100,347,TRUE,10/31/21 10:28,R_3NFniXuy2Z6mUj0,,,,,33.71530151,-84.33119965,anonymous,EN,3.975,10.245,11.976,7,Female,30-40,Master‰Ûªs degree,,,,,,,,,6.789,208.767,210.249,4,,,,,,,,,,,,,23.685,43.213,44.142,10,4 - very enthusiastic,4 - very professional,5 - extremely knowledgeable,3 - moderately clearly,3 - moderately effective,3.768,67.706,74.029,13,Introduction to Python,Artificial intelligence projects,A. A programming language designed to be human readable,Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages,Wonderful Community,617ec29e-243c-4d64-5f6b-754c08ce0aa2,,,,,,,,Video2-1(Treatment),,,,Video2-1(Treatment)
10/31/21 10:23,10/31/21 10:28,IP Address,47.26.176.57,100,255,TRUE,10/31/21 10:28,R_1NsjBpX2CSNy5Xl,,,,,45.60800171,-84.48670197,anonymous,EN,1.431,7.18,29.917,7,Female,30-40,Associate‰Ûªs degree,,,,,,,,,,,,,4.768,66.635,195.276,3,,,,,,,,,2.06,9.775,10.929,14,4 - very enthusiastic,4 - very professional,4 - very knowledgeable,4 - very clearly,4 - very effective,5.512,16.348,16.745,12,Introduction to Python,All of the above,Both A & B,Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages,Easy to Learn,617ec305-c5a3-4419-95b7-3476e5a10cbc,,,,,,,,Video2-2(Control),,,,Video2-2(Control)
10/31/21 10:23,10/31/21 10:28,IP Address,107.115.159.144,100,317,TRUE,10/31/21 10:28,R_2vk3X2OIIEAlmah,,,,,28.54359436,-81.37380219,anonymous,EN,7.632,19.249,19.887,7,Female,30-40,"Some College, No degree",87.093,169.709,217.389,8,,,,,,,,,,,,,,,,,,,,,12.07,21.715,22.418,12,3 - moderately enthusiastic,3 - moderately professional,3 - moderately knowledgeable,3 - moderately clearly,3 - moderately effective,23.385,49.763,51.178,14,Introduction to Python,All of the above,Both A & B,Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages,Great Advanced Language,617ec284-1065-1d6d-38fd-313e9eafa3d1,,,,,,,,Video1-1(Treatment),,,,Video1-1(Treatment)
10/31/21 10:24,10/31/21 10:28,IP Address,108.5.140.148,100,247,TRUE,10/31/21 10:28,R_12xpckGMu1C2x5Y,,,,,40.74180603,-74.22360229,anonymous,EN,1.507,10.302,11.549,10,Female,30-40,Bachelor‰Ûªs degree,,,,,,,,,,,,,,,,,,,,,146.397,148.067,194.086,3,2.515,15.999,16.975,13,3 - moderately enthusiastic,2 - slightly professional,2 - slightly knowledgeable,2 - slightly clearly,2 - slightly effective,4.146,21.036,21.919,10,Introduction to Python,All of the above,All of the above,Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages,Great Advanced Language,617ec322-64cf-d200-89a0-f4451fc445b0,,,,,,,,Video3-2(Control),,,,Video3-2(Control)
10/31/21 10:23,10/31/21 10:28,IP Address,68.112.67.120,100,312,TRUE,10/31/21 10:28,R_1Qhf9p9LDXHXYNg,,,,,35.48249817,-86.46289825,anonymous,EN,2.456,10.018,10.954,7,Male,30-40,High school diploma,,,,,,,,,,,,,35.036,200.684,201.456,55,,,,,,,,,4.291,17.433,18.181,12,5 - extremely enthusiastic,5 - extremely professional,5 - extremely knowledgeable,5 - extremely clearly,5 - extremely effective,7.877,77.049,78.902,16,Introduction to Python,All of the above,Both A & B,Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages,Great Starter Language,617ec2e1-3e7d-a2f7-7983-0dc68d6e9592,,,Video2-2(Control),,,,,,,,,Video2-2(Control)
10/31/21 10:25,10/31/21 10:28,IP Address,24.193.71.153,100,224,TRUE,10/31/21 10:28,R_31YQcDwQ9WIHCDb,,,,,40.69500732,-73.79100037,anonymous,EN,1.383,10.238,10.258,10,Female,20-30,Associate‰Ûªs degree,,,,,1.591,183.415,190.818,9,,,,,,,,,,,,,,,,,1.441,9.619,10.618,12,3 - moderately enthusiastic,4 - very professional,3 - moderately knowledgeable,3 - moderately clearly,4 - very effective,2.835,9.077,10.51,12,Introduction to Python,Web Applications,Both A & B,Python was created by Guido van Rossum in 1991,Great Starter Language,617ec353-ae9a-f1e1-9405-434d16b2ea6d,,,,,,,Video1-2(Control),,,,,Video1-2(Control)
10/31/21 10:24,10/31/21 10:28,IP Address,108.176.219.55,100,270,TRUE,10/31/21 10:28,R_3dYPVwgN6gCSSn8,,,,,43.21679688,-75.45349884,anonymous,EN,13.812,21.032,22.386,5,Male,30-40,High school diploma,,,,,,,,,,,,,,,,,,,,,194.8,196.524,197.3,2,3.777,26.37,27.329,10,4 - very enthusiastic,5 - extremely professional,5 - extremely knowledgeable,5 - extremely clearly,5 - extremely effective,4.15,17.633,18.395,9,Introduction to Python,All of the above,All of the above,Python is an interpreted programming language,Easy to Learn,617ec313-f9f4-3f67-511a-ca43be5b3eb3,,,Video3-2(Control),,,,,,,,,Video3-2(Control)
10/31/21 10:23,10/31/21 10:28,IP Address,107.77.173.16,100,349,TRUE,10/31/21 10:28,R_3q7L4ifExGjSPPW,,,,,41.89860535,-87.73799896,anonymous,EN,3.467,12.047,12.999,8,Female,30-40,"Some College, No degree",0,0,206.629,0,,,,,,,,,,,,,,,,,,,,,2.501,11.688,12.1,9,3 - moderately enthusiastic,4 - very professional,4 - very knowledgeable,3 - moderately clearly,3 - moderately effective,21.422,110.247,110.916,11,Introduction to Python,All of the above,B. A flexible programming language,Python is an object oriented programming language,Great Starter Language,617ec306-4ed9-780b-42a8-6ca9f436d0a9,,,,,,,,Video1-1(Treatment),,,,Video1-1(Treatment)
